user_id;fake_news_spreader;rn_amounts;fn_amounts;fn_rn_ratio;num_docs;pb_factor;factual_factor;topics
024c5f715364ad0fe088cae6d989a1c09cb70949a0da416634d06932f85b86ca;1;8;2;0.25;507;-0.9;1.3;[0, 0, 0, 0, 0, 0, 0, 507]
da89f9db044ed2747ad8add9d3788ac907f45ea1a9560693e32ae78980e16f05;0;1;0;0.0;17;-1.0;1.0;[0, 12, 0, 0, 0, 0, 0, 5]
0a80ba1ff18720b4d70297ce43b9959df77eaffaacc11c7a7cdb507066318187;0;8;0;0.0;423;-0.875;1.875;[3, 0, 0, 0, 0, 0, 0, 420]
5fbb2a6866528b0410cea276b8b8e0147da9c6e2e827230823b291d70a38d9f5;1;28;2;0.07142857142857142;303;-0.8333333333333334;1.7;[0, 0, 0, 0, 0, 0, 0, 303]
cee683da40f5f3f07d85bf5790c8028a30932b46e1f5aff42fd3db233c329923;0;8;0;0.0;1487;-0.75;2.0;[0, 0, 0, 0, 0, 0, 0, 1487]
b49f6b049c11669f01c6a6418b295738760af16d82e6da7a02375537f6ae64f2;0;62;0;0.0;939;-0.74;1.8548387096774193;[0, 0, 0, 0, 0, 0, 0, 939]
2d1fcbbd27281e7413b7d2ebed96e851b810416ae134362ee55806e193af25f1;1;5;1;0.2;471;-0.6666666666666666;1.5;[0, 0, 0, 0, 0, 0, 0, 471]
269f0b3fd7faf962f17c1fb6836309343448b8c7857f5e988d35063533106e49;0;11;0;0.0;528;-0.8181818181818182;2.1818181818181817;[25, 0, 0, 0, 0, 0, 0, 503]
538b2861f57dffa86ac16e500b9246512a3a7b9ca0952917c3b57b91ce52b22a;1;86;7;0.08139534883720931;620;-0.5227272727272727;1.4606741573033708;[6, 0, 0, 0, 0, 0, 0, 614]
e0b0d3462d0afb4df8ef210e917269399bff04739871c69111eed50624d3bb8e;0;2;0;0.0;396;-1.0;2.0;[0, 0, 0, 0, 0, 0, 0, 396]
a6f77e06e7bebc65580d06bbe519c69113f147602f7ce6ed748399b7a35f4368;0;65;0;0.0;5348;-0.875;1.7692307692307692;[1, 0, 0, 0, 0, 0, 0, 5347]
03660497fc6c03088a92209406e89122ed631643f5d8d327a15a67586c2f2692;1;16;3;0.1875;276;-0.3157894736842105;1.4210526315789473;[0, 0, 0, 0, 0, 0, 0, 276]
f9efecd708968d2522cad3cfae3cf0ad27f196166dbd5e17d5806234ca86a232;0;2;0;0.0;809;1.0;1.5;[152, 0, 0, 0, 3, 0, 0, 654]
feb8100e42cb319b72dc00d9e37a7fc34d03387161afba306f0ba3a98f8c07c2;0;1;0;0.0;134;-1.0;1.0;[12, 0, 0, 0, 0, 0, 0, 122]
bd626d6642b5fb95370052cc443318f1aa6506ddcb0d18cf5ccb61c6b2df4f55;1;10;6;0.6;281;0.7333333333333333;0.625;[150, 2, 4, 2, 2, 1, 0, 120]
c84191b0e01ae29927d2866b05d3607802844940f6b1ef33c043680c4ebc02b1;0;1;0;0.0;183;0.0;3.0;[0, 0, 0, 0, 0, 0, 0, 183]
3e5547fba50b9b2cb0e5e63fa4c3607d860b8ad9f7b8d33051de9433441ec964;1;164;8;0.04878048780487805;8218;-0.3668639053254438;1.5722543352601157;[0, 0, 0, 0, 0, 0, 0, 8218]
a470c67317da078ebb5242591f89b383e9c8295e74fc5c63a858794a807c8dcf;1;140;67;0.4785714285714286;4459;0.12195121951219512;0.9563106796116505;[1, 0, 0, 0, 0, 0, 0, 4458]
400fe6f22a5468bbc2553fb556e8d257ef169770f4a82990f7f93eb09ca2757b;0;5;0;0.0;312;-0.6;1.6;[5, 0, 0, 0, 0, 0, 0, 307]
d1bccb918f5761ee55267844a5119b421184cccefe5a003d278009f7afa04ecf;0;3;0;0.0;22;-0.6666666666666666;1.3333333333333333;[0, 0, 0, 0, 0, 0, 0, 22]
27f070829f35a95089660c136b3e7a9b1c69dc0ba7b2d2563d0c85b839e7d17c;0;3;0;0.0;203;-1.0;2.0;[2, 0, 0, 0, 0, 0, 0, 201]
edd5619062e1d6648b4031ee400ce9fe20019bbb80eab963048e8b8ac4424e8b;1;2;1;0.5;170;0.0;1.0;[0, 0, 0, 0, 0, 0, 0, 170]
99714f6d40be8bafb84d1ac22c164cd9eebd5fd7d7b5ac014114210442f9062a;1;25;61;2.44;222;0.5555555555555556;-0.6;[219, 2, 0, 0, 0, 0, 0, 1]
dd6ddcde879efc82eb7fb05f6d81f8499ca07b235251fea26b3ee89d141d5842;1;3;1;0.3333333333333333;162;-0.5;1.0;[0, 0, 0, 0, 0, 0, 0, 162]
cd9b59d5ce48f872b380b277a959f9a09bf4650e50d2feb32c36fc04a7b6db56;0;10;0;0.0;386;-0.8;2.5;[16, 0, 0, 0, 0, 0, 0, 370]
eb50ee558e2d5096c6272a86a970e570d3f9922c33f8a81e07a8300b04065cb1;0;42;0;0.0;342;-0.42857142857142855;2.13953488372093;[0, 0, 0, 0, 0, 0, 0, 342]
2b22902ed04342543bf3d29027b048202192086edba577dc957f23e972a6c436;0;4;0;0.0;154;-1.0;2.0;[0, 0, 0, 0, 0, 0, 0, 154]
a7634401c5044f4c369c66a2fd8334dbcc4346d81862647ec38f44f39152bed7;0;2;0;0.0;211;-1.0;1.5;[3, 0, 0, 0, 4, 0, 0, 204]
9fb036948471635038d2e08f2b018f128c1e85d3aed90e22c3248b125cc66fc6;0;2;0;0.0;59;-1.0;2.5;[0, 1, 0, 0, 0, 0, 0, 58]
6633e5051395aad5fc0a0553d44ec644b9517e3b551dbb198e80a35e3ca7e1f9;0;4;0;0.0;307;-0.5;1.5;[0, 0, 0, 0, 0, 0, 0, 307]
8db139e2cb7c3c5b1fc792b6ae7448cbfb77526085416bccdcc9d7710dcf92ab;0;20;0;0.0;559;-0.8421052631578947;2.1;[20, 0, 0, 0, 0, 0, 0, 539]
307741828f2351556ee644c862a9fc9a258d8c2ccd3feabb4414c3535c3142c7;0;6;0;0.0;306;-0.3333333333333333;1.8333333333333333;[0, 0, 0, 0, 0, 0, 0, 306]
94e93c001d97acd026433b44b9d7ca8b5a7e361c9db85522106b04cf53858701;1;5;1;0.2;768;-0.4;2.6;[0, 0, 0, 0, 0, 0, 0, 768]
731680b78b1b73258059b3c7f1acd9780330359633a47db2546b743cd2db08b3;1;0;2;inf;25;;;[0, 0, 0, 25, 0, 0, 0, 0]
16e19bff1d6217b7d922935b068c006cda57c56b38e55cc96735ab8368454fca;0;33;0;0.0;542;-0.7272727272727273;1.9090909090909092;[0, 0, 0, 0, 0, 0, 0, 542]
38bb53bf86e6b9fc8fc26dd565b483bb6fe53d58dd233bb1fc82dd102153291c;0;8;0;0.0;625;-0.5;1.875;[10, 0, 0, 0, 3, 0, 0, 612]
5734f09deeafed00e1934e750f113e88e1ca46d27652acfb4d08c63a37f74420;1;16;2;0.125;5494;-0.3888888888888889;1.5;[103, 0, 0, 0, 0, 0, 0, 5391]
4afd4150df0eb7b1f59bcc2aafc058c55179d0168afd58f88cacc0df6c88660a;0;8;0;0.0;920;-0.5;2.625;[1, 0, 0, 0, 0, 0, 0, 919]
c48b862b2177417daa46affe2cb63b976e0866d4248fd419a6b9df0dd23128b6;0;17;0;0.0;658;-0.6;1.9411764705882353;[0, 0, 0, 0, 0, 0, 0, 658]
b571fd1cafdcbc5817b45affa2ca9fa7abda519b55341d9bee3a5aaea6a9bd49;1;12;1;0.08333333333333333;1171;-0.23076923076923078;1.6153846153846154;[0, 0, 0, 0, 0, 0, 0, 1171]
3251d8d9abcc628610160bdd268eeb74dd8166cd1481e4ef530460779f5057cd;0;21;0;0.0;1197;-0.1;2.142857142857143;[0, 0, 0, 0, 266, 0, 0, 931]
3c330255cd5f7f588e8aa52ae9efc6bfb628cb9cec0876168b9d0cb068fd6d7c;0;5;0;0.0;242;-1.0;2.0;[0, 0, 0, 0, 0, 0, 0, 242]
e66d30f11e469836165c889ca6772224e07c2a39b9f6efe9fe8c120e54754a30;0;6;0;0.0;395;-0.6666666666666666;2.3333333333333335;[0, 0, 0, 0, 0, 0, 0, 395]
e4d90e35e7bf9f8fd99258b4f07e34ffee105381479ed13a715592a99f4c3267;0;8;0;0.0;547;-0.875;1.75;[1, 0, 6, 0, 2, 0, 0, 538]
53e941c99fe86d0a97d466ca9ea5d987e780e8cbd24a5ece4be39e2ca8279984;0;6;0;0.0;289;-0.8333333333333334;1.6666666666666667;[3, 0, 0, 0, 0, 0, 0, 286]
7d262180da0eee9248094e50c166bd4532b0b9eafde9cfd581e8952a952d10fb;0;5;0;0.0;2681;-0.75;2.2;[97, 0, 0, 0, 0, 0, 0, 2584]
a1f5dec4c57e41fd5857dd35f3d444770eb7a3c70ef639521130b88731f3fb90;1;19;1;0.05263157894736842;200;-0.7777777777777778;2.0;[7, 0, 0, 0, 1, 0, 0, 192]
09957e34cf18c5b31b55473a777935134ad96fb6ec6eb50531c5b2311a512fff;0;7;0;0.0;164;-0.8571428571428571;1.8571428571428572;[0, 0, 0, 0, 0, 0, 0, 164]
0c9146e7a46b08668877cab5e76b408381bb4e0ba0d97e01d8570431d49f251e;0;5;0;0.0;164;-1.0;1.8;[0, 0, 0, 0, 0, 0, 0, 164]
e449f394d6d04378b4fe52c2a38cb8db2a028a9b8e42ad26c7755e836c2808dd;1;10;2;0.2;5122;-0.25;1.3333333333333333;[0, 0, 0, 0, 0, 0, 0, 5122]
b89ec29d16ce68d0fc050916edc26ca07906b72a493b5de619730261d899b1b4;0;4;0;0.0;1146;-0.3333333333333333;2.5;[1, 0, 0, 0, 0, 0, 0, 1145]
fb47e5efe212b0baa2bca0eb7a05756020f1e91ed85234f07fe15dfaf5080021;1;31;1;0.03225806451612903;1336;-0.75;1.90625;[76, 0, 0, 0, 0, 0, 0, 1260]
a76ed6c4f319b018700503a50c333028384bf7e997679653461f25da6ecadb1a;1;0;2;inf;30;3.0;-2.0;[0, 0, 0, 0, 0, 0, 0, 30]
13f8dd0ec3cf4e2876e4cdf521191aa8cf7ef5464b81a2f5d89b3e70afa80182;0;25;0;0.0;564;-0.36;2.2;[0, 0, 0, 0, 0, 0, 0, 564]
b1b5298cba16289ecacdf7a22c4d721e602427836667752f3f6887b4b293f188;1;1;1;1.0;808;-0.5;0.5;[0, 1, 0, 0, 0, 0, 0, 807]
72281ae4793f958b34474d4f05636ae06c6ee24cc951134120bd0f17ca40d63b;0;1;0;0.0;531;-1.0;2.0;[0, 0, 0, 0, 1, 0, 0, 530]
99a7d1d239b26f9c95e77547b94c1d2f15bcbb8d4a15f745ff1d27b7bc3eda78;0;3;0;0.0;526;-0.6666666666666666;2.3333333333333335;[0, 0, 0, 0, 0, 0, 0, 526]
0d85174fdee0ad01f33a94ea67810ec2fdcd92c731e3ddc7c32ca0c9f940680c;1;44;3;0.06818181818181818;1889;-0.46511627906976744;1.872340425531915;[6, 0, 0, 0, 0, 0, 0, 1883]
48b30854a62f8ca5e40e4df89152cd8d5ee4ac8a15bfe2edf189cbec1daf7970;0;4;0;0.0;747;-0.5;1.75;[15, 0, 0, 3, 0, 0, 0, 729]
1d63030d0d8dc290d52a252f0ba863ac3bd3df74db1e484c42eec230ffb1fee6;1;1;1;1.0;96;-1.5;1.0;[0, 0, 0, 0, 0, 0, 0, 96]
58b8096b89433d0721f440d8ab02a5ab9ff2aa907b9611818196d57681c3d80b;0;8;0;0.0;693;-0.25;2.5;[0, 0, 0, 0, 0, 0, 0, 693]
fa97b616367eeacd10dca92190ce704b9b5354919dfc2e8c0ccabea43fd0a4b5;1;5;2;0.4;165;-0.14285714285714285;1.1428571428571428;[0, 0, 0, 0, 0, 0, 0, 165]
4a8946ca123d2a43b2479de07cbaee983cb1248eb41883533bbc86e59b5b4ef9;1;88;5;0.056818181818181816;1947;-0.6593406593406593;1.9021739130434783;[0, 0, 0, 0, 6, 0, 0, 1941]
22e99593ec8f2eac0f8791de257f26fae02cc9e379e7e4cd2871641505029b3d;0;3;0;0.0;227;-1.0;2.6666666666666665;[0, 0, 0, 0, 114, 0, 0, 113]
5d8f1b183036f4d1e574bfcc4e72e81d153acad48681907786c7aa4838724023;0;10;0;0.0;1521;-0.3333333333333333;2.3;[0, 0, 0, 0, 0, 0, 0, 1521]
f41e8453ea9830f3518a9b2266a63af16de20c0ce61f72bda7132b4bc321a583;0;3;0;0.0;1008;-1.0;1.6666666666666667;[0, 0, 0, 0, 0, 0, 0, 1008]
9b0b41c2b01b5156c945d719dfdebf9536ecfab6d014ef7020c28b5613bad708;1;1;1;1.0;1002;1.5;-0.5;[4, 0, 0, 0, 0, 0, 0, 998]
e6e825cb4ef681e59ceead25e5f36b86d3cbc2b99ca2753496f1ad7928ca189b;1;4;1;0.25;787;-0.4;0.8;[1, 0, 0, 0, 0, 0, 0, 786]
bf24d963c7fa052bc5718d1eeb15bfb3f801d0393efe65b3120c3ab0f8dcb3d5;1;8;1;0.125;485;-0.5714285714285714;1.375;[24, 0, 0, 0, 0, 0, 0, 461]
90771de7f54c41ce425333bd45c1fa236c05d9285df9921dcfaef66ed31ec726;0;4;0;0.0;385;-1.0;1.5;[0, 0, 0, 0, 0, 0, 0, 385]
01165a789e3db540d949d74c27360fe7cb652f3abaa4522a052485ada5c78c03;0;7;0;0.0;232;-0.42857142857142855;1.5714285714285714;[0, 0, 0, 1, 0, 0, 0, 231]
52a047dce52a2391d1987480a20159889826f2cc2eccbd1bdaa0d4b32190509b;1;2;5;2.5;241;1.6666666666666667;-1.0;[98, 0, 0, 0, 0, 0, 0, 143]
e51bff19569a09d57272c5c22a4569c04eac96c855126ceddb4d53147a237068;1;30;4;0.13333333333333333;881;-0.5;1.9411764705882353;[0, 0, 0, 0, 0, 874, 0, 7]
c9df556ba7c6e073fef84347e5526899b266b7725cb8dd510010f9102263d7d0;0;9;0;0.0;296;-0.2222222222222222;2.2222222222222223;[12, 0, 0, 0, 221, 0, 0, 63]
0473c1a7ebe5c2f57ab07eae7a13ec77e6e3cd46b6c903134d94e8a3b37d02ff;0;4;0;0.0;613;-1.0;1.75;[0, 0, 0, 0, 0, 0, 0, 613]
7e1650f44e9a0ec70a7d69655054a99e8fdc52ed9c93e8ee1899f49283160254;0;11;0;0.0;328;-0.45454545454545453;1.6363636363636365;[0, 0, 0, 0, 0, 0, 0, 328]
60aae91272132d2f31fc2194871895164443a1dda181148761579de477295da7;0;7;0;0.0;746;-0.42857142857142855;1.8571428571428572;[0, 0, 0, 0, 0, 0, 0, 746]
a2b08380105b2f67e2f30b6f498b0a6461d758d06b391dfc2da5ef06899548da;1;127;9;0.07086614173228346;4585;-0.40601503759398494;1.5407407407407407;[9, 0, 0, 0, 10, 0, 0, 4566]
661a116470aceeac46545e4aada761e9b4e64aaf1617ad833fd20ccb9adc8f2a;1;31;3;0.0967741935483871;218;-0.21875;1.7272727272727273;[0, 0, 0, 0, 0, 0, 0, 218]
2db2ae949ee1e6c22daac98280a5c3ebd3ea96d554b001ef0227084c21fd8cd3;1;103;3;0.02912621359223301;1660;-0.6761904761904762;1.638095238095238;[8, 22, 0, 0, 14, 0, 0, 1616]
a66498c2ec81bb459e06505a04d236942612bec41ed4241b88a0741d14e2b01c;0;3;0;0.0;336;-0.3333333333333333;1.6666666666666667;[19, 0, 0, 0, 0, 0, 0, 317]
2d3968af9d566d502d01a94cd50fdf2c3312e02481e2279b1908d5217cf7991e;1;5;2;0.4;533;-0.6;2.0;[154, 0, 0, 0, 0, 0, 0, 379]
8e2ffcee61418b36329de168cac9a43e6297b0093fbeabbd4a65012fe646c615;0;14;0;0.0;515;-0.7142857142857143;1.8571428571428572;[0, 0, 0, 0, 0, 0, 0, 515]
5ec32b973145da638ca0c9076fc542519c88f80f2c73fd7e7a3ce61828e93d64;0;2;0;0.0;121;-1.0;1.5;[0, 0, 0, 0, 0, 0, 0, 121]
af5662ff6cea37c477fcc2d8cde1909b6d77db043d050b439d54bcf7e61843f5;1;271;106;0.39114391143911437;8888;0.2694610778443114;0.86;[0, 0, 0, 0, 0, 0, 0, 8888]
242e72c2b2abd76449043083607e6e3a816ce8d1927551f0b4bbb19370b00c58;0;3;0;0.0;545;-1.0;2.3333333333333335;[14, 0, 0, 0, 0, 0, 0, 531]
a30e47741b7381f59888a9a93af220756efbb0a5bf6e786f380bc72d4ebaf8ea;0;2;0;0.0;307;-1.0;2.0;[0, 0, 0, 0, 0, 0, 0, 307]
7dbc82fab3d74ad04e13431657d1a8a6e94f9050f265bbaebf9a8cc111696840;1;7;5;0.7142857142857143;162;-0.6666666666666666;1.0;[159, 0, 0, 0, 0, 0, 0, 3]
a53a810d7bfca9f9ed0cdd879f0caab7cd62b83bd42963320446cc23a0bbd298;1;6;1;0.16666666666666666;791;-0.16666666666666666;1.4285714285714286;[103, 0, 0, 0, 0, 0, 0, 688]
f6243a1d772c82f0ea361a0ac8f79333af7ec2d10853896662f3b8827f0d0a6e;1;3;1;0.3333333333333333;720;-0.3333333333333333;2.3333333333333335;[0, 0, 0, 0, 0, 0, 0, 720]
ef32a469b3197eedead98138d516dd685eac9815154116c3c441c381d9345f01;1;0;1;inf;269;;-1.0;[0, 0, 0, 0, 0, 0, 0, 269]
45367d05f6375b8177d6d66459f17dde70e1b8154f1920ac4dbfcaabe4ed40cf;0;3;0;0.0;239;0.3333333333333333;2.3333333333333335;[3, 0, 0, 0, 17, 0, 0, 219]
ab029aa5c75075cd13b9f58ae19de0ba58c2798c18f11032106d2b60bbda96f9;0;4;0;0.0;479;-0.5;1.75;[11, 0, 0, 0, 0, 0, 0, 468]
adb3d8a02fd596cef7eb79089e0b1f6ce7a11683cd99b55debf7b23a2d74206a;0;11;0;0.0;1622;-0.09090909090909091;1.8181818181818181;[1622, 0, 0, 0, 0, 0, 0, 0]
0d5d09993c1dcd8879f7b7acf31d954406d5af5d9970659df8b2ba781041d030;1;0;1;inf;144;;;[1, 0, 21, 0, 0, 0, 0, 122]
6713c532836b2370c105b2b263f9b6fb2bec99b0ed542d17ab92f42d22deb17d;0;4;0;0.0;459;-1.0;1.75;[0, 0, 0, 0, 0, 0, 0, 459]
0d11f9699258819f1001b76ac88811c2ea59baa6bf7f62eccb1ed01892c8d7b2;1;26;1;0.038461538461538464;228;-0.7037037037037037;1.6666666666666667;[0, 0, 0, 0, 0, 0, 0, 228]
689dc8e1ec8322883d007795bbab38a8ca09ebd14c03c30fbdcb1407da2675ab;1;2;1;0.5;131;-1.3333333333333333;1.6666666666666667;[20, 0, 0, 0, 0, 0, 0, 111]
f5fda8dddad11150281d5da4e19b04607dffd30db2f0531dce68fa04abf8ef8d;1;27;2;0.07407407407407407;1891;-0.14285714285714285;2.111111111111111;[1676, 1, 0, 0, 0, 0, 0, 214]
21fc9326fb430c73dabfaa06863eb86d36bef84344bc1c932525b9e3ba725325;0;7;0;0.0;1470;-0.2857142857142857;2.142857142857143;[0, 0, 0, 0, 0, 0, 0, 1470]
a184594ec62c162eba73faac8adbcd86245c077c2bae5acb87ad3547cb24bd1c;1;8;1;0.125;1059;-0.2222222222222222;1.0;[0, 0, 0, 0, 0, 0, 0, 1059]
60e6d66c363b64bcb9c415a326f344f4a7bb250b1ed1bc23f8dd3c21dd2b57aa;0;1;0;0.0;104;-1.0;3.0;[5, 10, 0, 0, 0, 0, 0, 89]
4337fcc340de89a3f0fa22638061b89715ce033d44db212172b899d85615ada9;0;4;0;0.0;511;-0.5;2.0;[0, 0, 0, 0, 0, 0, 0, 511]
d2e7382c594303d791066411c194740ab30b8cf8fbc8cff034f095a60b8c1a02;0;5;0;0.0;207;-0.8;2.4;[10, 0, 0, 0, 0, 0, 0, 197]
7c4a0a50a0882be55328dc1b5dfbb63d78f982215c85c710a169fb6c1af94e72;1;23;1;0.043478260869565216;1750;-0.7083333333333334;1.9166666666666667;[324, 0, 0, 0, 0, 0, 0, 1426]
1619564fd6e0a62f4ee3aa471ccbf419b3f420743f0a204eeae0694114664227;0;5;0;0.0;239;-0.8;1.8;[1, 0, 0, 0, 0, 0, 0, 238]
1cfb2e0f8d14f983b16bc50fd7516d82641c630a1a56dc929876d16c30edcafb;0;4;0;0.0;166;-0.8;2.2;[0, 0, 0, 0, 0, 0, 0, 166]
6a21059e1270669c56df8e8529a10665893555a1d94671d4491c107f25840cb5;1;46;2;0.043478260869565216;2045;-0.46808510638297873;1.7708333333333333;[1, 0, 0, 0, 0, 0, 0, 2044]
2020df4149713fea93bbb826df7902195d39f200a24f5fbb0ee2fd180017818b;0;41;0;0.0;807;-0.475;2.073170731707317;[0, 0, 0, 0, 0, 0, 0, 807]
58affb51bafd758ed349712474b201bc9783d7ac0c9e57d87ef799e090fb0dcc;0;3;0;0.0;70;-1.0;2.0;[1, 0, 0, 0, 0, 0, 0, 69]
09bbd1817e183ec4d687b3d3617975ae4d509b5130385b249022bca02183a0c1;1;13;1;0.07692307692307693;2004;-0.6666666666666666;1.7692307692307692;[139, 0, 0, 0, 0, 0, 0, 1865]
590e97a5705806d2b9a9c9e1ff4b7966332cf2cc2bb6fb39c67f312a504d8e8c;0;33;0;0.0;2373;-0.696969696969697;1.9090909090909092;[0, 0, 0, 0, 0, 0, 0, 2373]
1efaee15d24ae84ea1d203fd36c09aa9222e8b1985abd0e59261d99508d49150;0;5;0;0.0;149;-0.75;2.0;[0, 0, 0, 0, 0, 0, 0, 149]
c583c3bff312c4e1ed6090444d092c7eb9bb551ba09da70b17206e609622b97d;1;27;3;0.1111111111111111;2258;1.5;2.433333333333333;[0, 371, 0, 0, 0, 0, 1887, 0]
7fafc7177f95334d1e310daaf4c73d9ad056acac9fda73d3dd2c25ddf1aca4ef;0;4;0;0.0;296;-1.0;1.75;[3, 0, 0, 0, 0, 0, 0, 293]
5e1aa2ad1aa989671d6fbd44db20aaefcdbceac984beee58c053836c8c79ff44;0;11;0;0.0;270;-0.9166666666666666;1.9166666666666667;[0, 0, 0, 0, 0, 0, 0, 270]
8561c98fa0ed23a4db0fe419ec8f72fb6c9eb922cec5b5b3d739e629cfeefd52;0;2;0;0.0;269;-0.5;2.5;[23, 0, 0, 0, 0, 0, 0, 246]
cae54372205fa171d64e9e848850e9f63a0415c684e1ab51f22ca229414eed01;0;7;0;0.0;367;-0.8571428571428571;1.8571428571428572;[0, 0, 0, 0, 0, 0, 0, 367]
527c33b07f8b00636cc5eb866df90e6250b7e99cedc77f06eb77202dbeabc181;0;2;0;0.0;419;-1.0;2.0;[0, 0, 0, 0, 0, 0, 0, 419]
73d2cf2717eb4258979f833fd4cce8b199f1503461f81075e92472ca45f996d4;0;12;0;0.0;522;-0.5833333333333334;2.0;[76, 0, 0, 0, 0, 0, 0, 446]
3489c0b887658ca93d98fe9516400ca4ad8a63fb1e4453cc8fcd808852b7f6a2;1;5;1;0.2;296;-0.2;1.6;[0, 0, 0, 0, 0, 0, 0, 296]
774dffa4aed13037227f740a4eeedbca8443f184b80bdd061824fca76cccb473;1;5;2;0.4;1625;0.0;1.3333333333333333;[0, 0, 0, 0, 1, 0, 0, 1624]
f6d334acbb8888f23470c37042734cd795417b1bb9e27393f7b9bff4a8c9294c;0;18;0;0.0;1100;-0.7222222222222222;2.0;[8, 0, 0, 0, 0, 0, 0, 1092]
80f1b54e6b524213aa08ba6a2c961a874c15f6151aa771c856a62567690f01d4;0;6;0;0.0;139;-0.8333333333333334;2.0;[5, 0, 0, 0, 0, 0, 0, 134]
e2bf3f3c0a146e3cdf7a8020ebec3214b5f552f67a5f94fdb3168e08e5a09825;0;4;0;0.0;533;-0.75;2.0;[0, 0, 0, 0, 0, 0, 0, 533]
29f15c969cc360e2ed1b88a3d28ba6f8c79f307bb2d88615c61ec3cf4cb541e9;0;37;0;0.0;688;-0.47368421052631576;2.026315789473684;[18, 0, 0, 2, 6, 1, 0, 661]
3e67da2fa3a0711d936881d6936dd320ed5815faaefbe9ae2fd41ec5e9d7590a;0;3;0;0.0;485;-0.6666666666666666;3.0;[0, 0, 0, 0, 0, 0, 0, 485]
bf77fc0a01cd29475d6c8936ea3b240efd276d0f0cbaecbcfa4bf32665b8ca32;1;33;17;0.5151515151515151;685;0.4666666666666667;0.6458333333333334;[0, 0, 0, 0, 0, 0, 0, 685]
00974db5dec173da952863921d209ca53b940093fbc63bfea0d47c93301b4df8;1;9;1;0.1111111111111111;529;-0.1111111111111111;1.9;[4, 0, 0, 12, 0, 0, 0, 513]
a7ceefd9f458d8b44a9a3cf940457c1ff974a43d1a3a07d60b622788996ddf0e;0;16;0;0.0;553;-0.8125;1.875;[0, 0, 0, 0, 0, 0, 0, 553]
240725878644b200303507dde75985432c8f3026d5b0174bb524461b489411a0;0;5;0;0.0;103;-0.6;1.8;[0, 0, 0, 0, 0, 0, 0, 103]
8258022f057e873eb6af354c72b66738aa011e3ebc771f4407a28ac3c1bd40c4;1;17;1;0.058823529411764705;794;-0.058823529411764705;1.5;[0, 0, 0, 0, 0, 0, 0, 794]
3904c4d88acc2f6b1a3bc97523f5654fb3b78446b39936f9d517922e98f850fd;1;25;8;0.32;1029;0.07142857142857142;1.064516129032258;[1001, 3, 0, 0, 0, 0, 0, 25]
